1.240755287981440915e+02,7.032243311277995845e-01,4.295763128443264023e-01,5.686322768512598325e-01,6.873181020376855077e-01,9.751848582158197942e-01,5.638029081665055742e+01,-1.094079647420912522e+02,2.729142732957582211e+02
1.240523421149604673e+02,5.652455142079362282e-01,2.630333585942892238e-01,8.091199008378598956e-01,7.293855107937651239e-01,2.962758909059064472e-01,5.623721756646538950e+01,-1.087434751191502613e+02,2.733904410135301077e+02
1.240062685402549079e+02,3.355293971242914175e-01,4.803436745918630013e-01,8.114545031290497645e-01,1.639300254016992398e+01,2.976702447528765116e-01,5.666716323124460786e+01,-5.440463680467604490e+01,2.728486756650608527e+02
1.244350521481742362e+02,9.962141665826564907e-01,2.048773445200852139e-01,9.370419926232330665e-01,5.576268097156424908e-01,2.725332008986099952e-01,5.708484566493201839e+01,-1.086823802201654274e+02,2.722619286301391526e+02
1.241600218706000049e+02,8.420210971921515686e-01,3.765543453464198498e-01,1.707784904895447431e-01,4.041037556367796935e-01,3.259607222688167827e-01,5.672444564090123009e+01,-1.087162439687430435e+02,2.729111498909482521e+02
1.242168006835765226e+02,7.370787080803044011e-01,9.590841392404252375e-01,2.189463184816150543e-01,1.675805444711779302e+01,1.662589218009361547e-01,5.621613349548470495e+01,-5.464178215841216968e+01,2.725929572414175937e+02
1.243386089312747771e+02,3.345275990209561900e-02,3.169046916708221362e-01,7.184620324944764880e-01,1.583771712352351457e+01,7.291727432893202465e-02,5.640072359601629159e+01,-1.085258575880204575e+02,2.730302503164907080e+02
1.249158130820495387e+02,9.959400673604001941e-01,6.466971912840886461e-01,4.620918165532849065e-01,1.662248074855811453e+01,5.085046385440454841e-01,5.664569230376000064e+01,-5.403382406281661332e+01,2.721292755759282613e+02
1.244767613986397521e+02,5.465706893571492531e-01,4.009108384694904936e-01,2.185270126349078135e-01,3.120667321406429551e-01,7.078432848794202759e-02,5.673481738364013438e+01,-5.415842103940823904e+01,2.723587327923742691e+02
1.246582236960963996e+02,1.137340159249755622e-01,1.960266492070164013e-01,7.982512538961453741e-01,4.383178778708031187e-01,9.956037263170635088e-01,5.657790510408460705e+01,-5.390419661333485379e+01,2.715551880338875321e+02
1.243486385721977570e+02,6.804703754894800838e-01,4.988108823387036317e-01,1.268186110514020193e-01,1.641003454828328501e+01,8.093967857146024958e-01,5.646457307726095110e+01,-5.377695276823218506e+01,2.714248630522857297e+02
1.247025490537323691e+02,7.765842699560703277e-01,4.864108936109390324e-01,9.056149177741193990e-01,1.645384090658031440e+01,9.829949648141012020e-01,5.644361446821498873e+01,-5.445599583768579066e+01,2.709104833550068747e+02
1.241933429772218886e+02,7.843652204897895164e-01,4.284185632314208014e-01,7.308170664217698009e-01,1.644802802217610704e+01,7.719909845003882776e-01,5.682446990144558185e+01,-5.379915161290163894e+01,2.711965129812602981e+02
1.244374377287177538e+02,4.979456025721540335e-02,8.247809297721375721e-01,1.863713172844307930e-01,1.603304728206417096e+01,4.417671749081407695e-01,5.716488357952893296e+01,-1.094235820095121596e+02,2.717664603066122595e+02
1.244975999160173643e+02,8.156611813516145837e-02,6.940180231246264597e-01,4.404453668722363435e-02,1.646291641247806226e+01,2.902008851839131820e-01,5.702426572973077157e+01,-1.090724715095568342e+02,2.712712755690976110e+02
1.241077064647491142e+02,3.674904674135044402e-01,1.042332917924659874e-02,2.698143439383987596e-01,1.621055386528672315e+01,8.962135647214147793e-01,5.662303146103084828e+01,-5.426956623102260124e+01,2.716484057771015159e+02
1.247391076581622400e+02,2.111108281921607599e-01,2.766128720489903214e-01,5.434320413355747670e-01,7.249022824097310913e-01,1.432755354611205956e-01,5.617638598014472251e+01,-5.412746384466822036e+01,2.718238518667989752e+02
1.246469091293951692e+02,8.441070327004464025e-01,4.944376136823818157e-01,2.525913061543121341e-01,1.648658231344732172e+01,5.764278389064376729e-01,5.681685319937083278e+01,-1.092007252362630965e+02,2.719270397788864102e+02
1.246238880914427085e+02,3.497194555418576822e-01,3.882080214036552901e-01,4.397758324866900548e-01,1.655095420802071970e+01,8.837590839637214923e-01,5.694719733549064244e+01,-5.392188853616057997e+01,2.714986670185929256e+02
1.242799704078631038e+02,1.661616542586517031e-01,5.259428602301441380e-01,4.036011262244109110e-01,1.660317338869392856e+01,4.323803601931931473e-01,5.666196700310612755e+01,-1.084892709136239262e+02,2.716252641679319026e+02
1.243718099849510139e+02,8.495769184052159861e-01,9.945162356286659788e-01,5.323014270827752803e-02,1.778075705884242241e-01,4.097818116919402787e-01,5.686301986592096114e+01,-1.093626777290758980e+02,2.709449668545501027e+02
